phone,fullname,address,date,timezone,mac_address,random_number,longitude,bank_country,pricetag,city,iso8601,latitude
+41761070163,Zoltan Iten,"Hofstetterstrasse 657
8727 Zug",1992-05-20,Asia/Dushanbe,0f:0e:36:6a:91:4f,71704,-24.760883,CH,$45.99,Lenzburg,1986-05-18T00:11:54,-65.423756
+41761553444,Sanela Bucher,"Schärstrasse 48
4735 Wettingen",1976-10-24,Africa/Khartoum,8f:75:59:d5:2a:35,7068866,-163.547157,CH,"$49,439.54",Luzern,2023-08-31T13:14:49,-41.4386925
+41 774854031,Dylan Favre,"Kaiserstrasse 2
5983 Wallisellen",2020-03-03,Europe/Ljubljana,71:eb:d0:df:7c:03,7,-35.994633,CH,$49.31,La Tour-de-Peilz,2020-04-03T10:03:34,3.916735
+41760854791,Assunta Müller,"Bernasconistrasse 304
5626 Lenzburg",2011-12-28,Pacific/Funafuti,36:44:ee:bf:7e:08,4691,35.362018,CH,"$1,780.86",Morges,1994-03-04T02:41:09,-43.5142575
+41(0)791665333,Radmila Hirt,"Wyssstrasse 582
4361 Thun",2008-09-13,Pacific/Tongatapu,a5:71:92:5e:31:6d,1,140.572619,CH,$2.30,Biel/Bienne,1973-05-23T02:22:47,-0.3726335
0787305142,Denis Forster,"Zinggstrasse 87
8710 Locarno",1998-07-23,Asia/Karachi,03:fd:71:be:a9:81,0,35.206991,CH,$136.70,Wettingen,2002-07-23T02:54:45,-39.072703
+41 764797492,Sabri Schoch,"Christenstrasse 9
8919 Rapperswil-Jona",2004-09-18,Europe/Vilnius,8b:a6:02:16:5d:63,275692,146.455203,CH,"$72,839.96",Oberwil,2005-09-20T04:02:08,73.6794565
0774692729,Jeannette Fischer,"Bucherstrasse 57
4313 Val-de-Ruz",1995-03-27,Africa/Porto-Novo,3e:a6:9e:40:26:55,1674,41.510996,CH,"$90,199.91",Riehen,2012-03-26T08:21:04,-7.723820
+41 761983894,Margrit Schwab,"Müllerstrasse 18
9863 Neuhausen",2011-06-15,Europe/Zagreb,ac:43:05:1b:9e:be,339,-93.638750,CH,$33.88,Renens,1974-05-22T12:57:08,-4.5165975
+41(0)772854167,Caroline Lang,"Hofmannstrasse 65
6271 Bern",1981-11-26,America/Tegucigalpa,8b:a1:b8:a9:94:25,4521,-166.550236,CH,$409.72,Naters,2023-06-13T20:48:18,84.4409265
+410786583524,Sarah Hofstetter,"Fankhauserstrasse 67
5750 Plan-les-Ouates",1997-12-18,Africa/Johannesburg,68:47:0c:8e:8e:c1,8752,139.593079,CH,$343.42,Adliswil,2004-07-04T10:13:54,-11.385063
0774791637,Jann Wirth,"Arnoldstrasse 4
8203 Riehen",1998-03-28,America/La_Paz,b0:18:df:a7:ee:f3,987,-58.188715,CH,$469.64,Allschwil,2007-05-11T17:44:22,-76.4414175
+41 0766651939,Clarissa Fehr,"Rüeggstrasse 97
8201 Pfäffikon",2022-10-20,Asia/Kuwait,1e:58:a7:0a:47:7e,650,169.741646,CH,"$8,466.84",Martigny,1989-06-15T11:32:18,20.0345995
+41 762437192,Silvana Portmann,"Aebistrasse 60
5127 Kloten",2018-06-27,America/Barbados,21:1a:85:40:bc:8c,54939,58.906830,CH,"$8,411.47",Vernier,1971-04-28T16:17:21,69.6929565
0783314770,Mile Isler,"Hartmannstrasse 173
9208 Glarus",1992-11-14,America/Argentina/Rio_Gallegos,79:c2:b8:e5:5b:e0,46024,151.752972,CH,$339.93,Belp,2001-01-11T06:30:02,48.6287375
+41(0)775516783,Margit Steffen,"Wyssstrasse 55
5667 La Tour-de-Peilz",1981-02-10,Indian/Mauritius,5b:87:71:32:19:35,971618,107.755059,CH,"$48,410.27",Rheinfelden,2004-01-27T16:37:57,3.946520
+41775824353,Roy Schaub,"Mayerstrasse 53
3917 Genf",2018-05-24,America/Santo_Domingo,ba:86:56:04:70:86,7,32.893010,CH,$623.97,Urdorf,2009-04-27T22:13:36,78.4617895
+410787875190,Kathrin Meyer,"Bergerstrasse 1
1586 Risch",2023-08-23,America/Lima,28:99:3b:0f:71:c5,52352,52.151471,CH,"$6,618.26",Bellinzona,2000-09-10T14:56:05,-69.422725
+41(0)795991612,Franz Zollinger,"Staubstrasse 78
5146 Buchs",2008-07-30,Asia/Karachi,68:59:bd:5f:27:55,173237633,45.417253,CH,"$83,316.26",Locarno,2016-11-04T08:27:02,53.9477245
+41 0785133272,Leart Iten,"Hessstrasse 632
2625 Mendrisio",1992-05-04,America/St_Kitts,de:41:05:3a:43:8e,23781709,-45.450057,CH,"$5,368.67",Münchenbuchsee,2020-07-13T20:00:34,-43.9899565
+41 0790292407,Tomasz Fankhauser,"Benzstrasse 7
6261 Wil",1970-08-10,Asia/Tashkent,ab:05:04:c2:2b:71,6869657,-156.615682,CH,$60.53,Freiburg,2004-07-12T04:49:12,-86.9841475
+410763946485,Jeffrey Hotz,"Beckstrasse 10
7196 Brig-Glis",1970-06-22,Asia/Calcutta,16:09:40:9e:21:70,91,-162.798237,CH,$8.82,Uzwil,1998-11-17T20:34:39,18.5143835
+410794475717,Lisa Steiger,"Pfisterstrasse 61
2326 Maur",2001-04-05,Europe/Monaco,75:3c:72:34:c3:5e,921826789,-69.726368,CH,$18.52,Davos,2012-03-14T15:00:43,79.296592
0764510932,Quentin Kuhn,"Spörristrasse 182
1359 Aigle",2020-10-09,Africa/Maputo,0a:80:9d:45:2c:7e,7199,-35.658849,CH,$1.33,Illnau-Effretikon,1992-02-11T04:42:49,-87.4284615
+410793125401,Laurent Betschart,"Wagnerstrasse 8
9197 Ostermundigen",1985-11-23,America/Cancun,c3:e1:27:df:36:c9,187946010,42.840240,CH,"$5,903.78",Biel/Bienne,2016-11-22T16:13:03,45.2472655
0792652644,Rémy Huber,"Baumannstrasse 1
7556 Wetzikon",2004-08-24,Pacific/Apia,91:bb:93:58:00:f5,2530948,102.585105,CH,$2.74,Weinfelden,2004-12-27T14:31:06,-12.1241765
+41 0792510254,Elma Kessler,"Meilistrasse 54
8029 Steffisburg",1995-11-03,Asia/Yerevan,57:c9:f4:93:a9:d3,93400575,-51.312586,CH,$98.31,Altstätten,1998-07-04T09:10:02,-60.204464
+41765021868,Karine Siegrist,"Bucherstrasse 41
2916 Liestal",1991-06-11,Europe/Dublin,0e:fe:b3:dc:b7:86,156480,102.400392,CH,$687.52,Veyrier,1974-07-30T07:08:17,-45.6655885
+41 775610287,Julie Stettler,"Itenstrasse 91
1684 Morges",2022-02-13,Indian/Mahe,06:6b:2f:ba:ce:4f,3,-94.935095,CH,"$51,457.37",Nyon,1993-06-29T18:18:26,-66.3784495
0780862475,Vincent Felber,"Aebistrasse 134
9363 Genf",2001-02-21,Indian/Mauritius,e3:50:8c:30:8a:03,481,-117.641794,CH,"$3,216.54",Lenzburg,2005-05-06T01:15:17,-79.932260
+410774997675,Anja Imhof,"Wüthrichstrasse 95
7580 Morges",2018-02-28,Europe/Monaco,c2:e9:89:be:a6:04,76,-9.163365,CH,$44.70,Gossau,2000-12-07T14:59:22,-30.767677
+410787033588,Jasmin Lehmann,"Christenstrasse 21
6972 Weinfelden",1997-03-04,Asia/Dushanbe,17:94:3e:94:da:2f,9142,65.810421,CH,$52.37,Wald,1984-10-21T03:45:18,42.4154965
+41(0)776551687,Marie-Thérèse Kägi,"Stadelmannstrasse 294
8249 Naters",1991-01-20,Africa/Bamako,04:b7:83:3b:95:fd,2,171.362126,CH,$8.21,Lugano,1979-08-23T10:56:08,-8.3830875
0762614703,Andrzej Ott,"Staubstrasse 97
6445 Yverdon-les-Bains",2023-08-18,Atlantic/Reykjavik,d4:78:a6:bb:83:33,1615,100.662782,CH,$228.29,Uzwil,2010-03-08T10:08:32,-37.067696
+41 761602316,Ilaria Seiler,"Seilerstrasse 5
6334 Maur",2018-09-03,Africa/Monrovia,a3:b2:07:f3:d4:a1,478736954,-41.917950,CH,$5.04,Val-de-Travers,2022-04-11T07:12:19,12.0324005
+41 0773777336,Ljubisa Gut,"Baumgartnerstrasse 9
3497 Birsfelden",1988-10-21,America/Antigua,03:8b:18:69:77:3a,499,-84.239377,CH,$90.50,Opfikon,2003-11-02T03:07:37,-34.7240445
+41770222869,Flavio Egli,"Müllerstrasse 47
1041 Onex",1994-05-13,Pacific/Kiritimati,90:e2:77:d1:7b:59,707055,-24.145958,CH,"$6,778.67",Gossau,1975-07-25T23:11:34,68.790038
+41 793806205,Gerald Schaub,"Hartmannstrasse 201
1859 Einsiedeln",2009-07-20,America/Indiana/Vevay,29:4c:31:3d:ea:09,6988938,123.992996,CH,$40.05,Männedorf,1984-06-26T22:40:06,-31.0619125
+41786031748,Wendelin Weber,"Pfisterstrasse 72
6988 Weinfelden",2019-10-27,Africa/Bujumbura,8b:2e:f2:e4:75:db,75613,-109.291166,CH,$875.46,Wohlen,2011-10-16T04:01:21,-23.1087945
+41(0)784331065,Anne-Marie Graf,"Wüthrichstrasse 93
1056 Bellinzona",2006-01-07,Asia/Gaza,8c:ad:85:6a:87:d8,52,-23.974793,CH,"$4,850.57",Renens,2019-09-15T20:56:16,68.415792
+41(0)764950820,Delphine Blum,"Michelstrasse 9
5089 Horw",1993-12-02,America/St_Kitts,ce:b0:b7:0f:41:93,894,-24.150335,CH,"$4,833.74",Spreitenbach,2018-07-28T02:19:21,-30.5022555
+41 0784537041,Damian Sidler,"Sennstrasse 26
7752 Cham",1997-03-30,Europe/Oslo,c2:1a:81:c4:1e:13,947174,130.000529,CH,"$94,137.18",Horw,2014-09-25T13:15:35,-32.2402085
+41773740907,Besim Studer,"Steffenstrasse 88
8359 Bernex",2001-01-16,Pacific/Majuro,e3:52:f6:e5:0a:81,346788,101.246456,CH,$84.11,Winterthur,2001-04-20T17:16:49,3.0568835
+41(0)791925094,Tessa Stucki,"Mäderstrasse 26
2023 Zollikofen",2014-09-20,Africa/Cairo,24:b1:30:d4:36:d4,381573,168.407164,CH,"$19,408.63",Wetzikon,1991-09-13T21:37:25,-84.637103
+41781182494,Gerold Felder,"Schumacherstrasse 78
2750 Risch",2009-02-01,Asia/Ashgabat,4f:77:86:88:55:fa,580195955,-147.662776,CH,"$4,870.32",Rapperswil-Jona,2011-01-03T13:29:35,-73.267935
0760967703,Adelheid Jäggi,"Hirtstrasse 85
6075 Uzwil",1972-07-20,America/La_Paz,80:80:d8:e6:07:23,39659048,-84.390473,CH,"$2,550.19",Dübendorf,1994-06-09T06:47:14,-71.788178
+41 792791075,Raphaela Probst,"Steigerstrasse 80
7006 Steffisburg",1975-09-30,America/La_Paz,a1:c4:2b:c5:7c:b4,883,-80.570902,CH,"$7,051.12",Zollikofen,2004-05-23T13:07:59,-52.706888
+41(0)762735268,Tiziano Schuler,"Sigriststrasse 2
9979 Frauenfeld",1983-09-20,Asia/Jerusalem,e7:11:15:b3:1d:5f,183,24.022242,CH,"$42,166.12",Bernex,1988-09-02T10:46:21,1.8111375
+41(0)791234681,Kevin Vogt,"Bianchistrasse 5
5014 Emmen",1979-03-21,Europe/Brussels,c5:05:8c:a3:6e:50,8,-98.155618,CH,"$74,510.64",Bülach,2008-06-07T15:30:10,-4.3630295
+41 0787696521,Matti Bosshard,"Grafstrasse 3
3911 Münchenbuchsee",2007-03-18,Africa/Monrovia,fc:d9:bc:7b:e7:bc,28,-121.305397,CH,$50.07,Spreitenbach,2007-06-07T15:07:46,-71.3053925
+41 0760683912,Leonie Eichenberger,"Arnoldstrasse 49
7337 Pratteln",2007-03-27,Europe/Sofia,f2:48:39:31:93:41,35720,-40.722376,CH,$698.57,Montreux,1998-05-18T09:46:02,78.8518915
0792411406,Ferenc Steffen,"Mäderstrasse 46
3614 Nyon",1973-05-22,Europe/Brussels,45:aa:16:68:5f:43,573454988,38.886435,CH,$49.09,Ebikon,1993-04-18T05:36:34,-14.216865
+41775483965,Lotte Fischer,"Freystrasse 27
6444 Naters",1979-05-30,Europe/Zurich,e9:98:37:8a:c8:51,30336980,40.678555,CH,$429.08,Spiez,2011-05-24T18:40:19,0.915185
+41 787977094,Daisy Bianchi,"Wegmannstrasse 160
5007 Davos",1995-09-13,Europe/Copenhagen,4d:94:1d:3f:02:02,316310,90.507885,CH,$73.08,Gossau,2013-08-08T06:03:11,-45.3486105
+41(0)773044922,Safet Studer,"Vogtstrasse 754
5422 Aigle",2021-02-04,Africa/Kigali,77:bb:91:4a:40:06,2,167.548957,CH,$200.75,Biel/Bienne,1984-02-25T05:03:08,-82.7581945
+410763940416,Hannah Maier,"Hugstrasse 24
7665 Onex",1995-08-07,Asia/Seoul,03:0b:9c:7b:98:f5,8435546,20.644997,CH,$7.22,Steffisburg,2003-04-10T14:16:56,51.301529
+41(0)785812345,Floriane Aebi,"Kälinstrasse 8
1988 Horw",1972-08-21,Africa/Asmera,cf:8f:64:6a:d8:1c,63338,-126.788224,CH,"$39,674.08",Onex,2023-01-07T16:51:23,-69.800778
+41 0761422463,Marthe Stöckli,"Huberstrasse 51
2307 Stäfa",2002-07-02,Africa/Nouakchott,d4:a2:99:be:26:43,177651329,166.502197,CH,"$1,207.63",Oberwil,1991-01-08T16:45:07,-8.375802
+41(0)786162867,Ludwig Knecht,"Benzstrasse 63
2792 Thun",2006-09-10,Atlantic/Canary,94:ba:9e:9a:4a:f8,14750,-21.154759,CH,"$83,181.11",Val-de-Travers,2008-09-27T22:50:49,-58.383203
+41 0774164775,Raul Ritter,"Schneiderstrasse 38
1162 St. Gallen",2018-03-17,America/Dawson,c4:fe:d7:8c:76:29,40,143.274046,CH,$5.05,Pfäffikon,2023-03-28T20:35:03,-66.7224055
0773706662,Mia Forster,"Eugsterstrasse 25
3671 Chêne-Bougeries",2018-12-18,America/Managua,e6:25:f1:c2:00:af,78784696,83.582024,CH,"$72,931.11",Gossau,2005-10-10T11:14:24,-68.3814225
0763342050,Michael Zingg,"Stuckistrasse 26
3894 Wohlen",2016-09-30,Africa/Dakar,61:ca:0f:a3:50:47,73,70.054671,CH,"$7,319.75",Stäfa,2009-12-30T14:10:22,50.826200
+41 797882112,Dieter Imhof,"Schenkstrasse 1
7530 Bassersdorf",1972-07-22,Africa/Nouakchott,1d:3b:91:e6:3a:0e,6644904,-179.871693,CH,$809.60,Regensdorf,2023-03-01T10:01:30,85.587671
+41 0767635866,Pamela Schoch,"Rothstrasse 19
4446 Flawil",1999-08-27,Europe/Tallinn,69:2e:38:8a:b8:e4,83080524,68.554642,CH,"$51,322.25",Zürich,1999-07-23T04:15:47,-52.4728235
+41 792155678,Alfred Maier,"Schumacherstrasse 99
4738 Glarus",2001-07-20,America/Jamaica,cf:cc:1e:50:28:5c,94482,25.348903,CH,"$6,349.28",Flawil,2006-07-05T09:13:37,35.587171
+41 795933063,Adem Hermann,"Islerstrasse 92
1845 Martigny",2018-09-12,Asia/Singapore,a1:db:cf:8d:4c:cf,308,-0.214114,CH,$745.53,Wallisellen,1990-06-10T01:04:13,37.031479
+41(0)762304632,Damian Schenk,"Knechtstrasse 86
3008 Langenthal",1982-12-19,Asia/Jerusalem,b5:dd:02:68:3c:02,58270,19.843866,CH,"$3,764.54",Ostermundigen,2018-08-24T16:42:18,88.6308115
+41(0)787132292,Mirela Pfister,"Merzstrasse 13
8716 Freiburg",2014-09-21,Africa/Dakar,b1:a6:5c:3d:4c:2b,4,-150.543673,CH,$98.01,Romanshorn,1999-01-07T11:23:08,64.3759945
+41785253237,Celia Tobler,"Gigerstrasse 616
1658 Meilen",2000-11-17,Asia/Hebron,f5:ce:ae:fd:03:98,19284,7.257780,CH,$999.25,Worb,1984-01-14T04:59:44,46.654514
+41776524153,Marie-José Stöckli,"Knechtstrasse 8
5490 Meyrin",1986-09-30,Asia/Kabul,b2:1a:f4:6e:53:40,940008339,-48.955436,CH,$596.87,Solothurn,2006-12-28T12:07:33,-42.7804295
+41 765053710,Edina Burri,"Kuhnstrasse 15
3457 Emmen",1975-05-22,Africa/Nouakchott,0d:e6:e5:96:c3:3e,77,29.516610,CH,$7.36,Locarno,2002-05-06T18:46:47,-21.3633405
+41(0)770404275,Fadil Flückiger,"Ernistrasse 61
1190 Urdorf",1987-12-20,Africa/Gaborone,5a:35:23:7b:87:4d,389708,-145.358123,CH,"$7,988.57",Pratteln,2020-10-24T05:40:58,73.2597515
+41(0)781402773,Philip Gloor,"Tannerstrasse 3
4424 Wädenswil",2002-06-28,Africa/Addis_Ababa,e1:28:e2:c9:a3:ae,9520,111.153620,CH,"$93,658.09",Payerne,2012-08-22T10:48:01,-1.204476
+41 0793637043,Ophélie Baumann,"Bosshardstrasse 48
3999 Romanshorn",1996-08-20,Asia/Urumqi,37:82:5f:5a:0a:99,19347643,11.894802,CH,"$51,177.86",Pfäffikon,1996-08-13T20:58:47,-35.457545
+410774291088,Gonçalo Steiner,"Schaubstrasse 27
2576 Meyrin",2010-11-23,Africa/Conakry,5e:88:92:51:27:43,833076,140.892535,CH,$94.06,Einsiedeln,2007-06-13T09:09:02,-24.7401765
+41786255533,Jutta Pfister,"Sennstrasse 35
2337 Prilly",1982-04-12,Asia/Manila,06:d1:93:cb:28:d7,6,107.244455,CH,"$21,169.81",Bülach,1970-06-30T08:08:35,-89.392554
+41(0)794373136,Matthew Forster,"Christenstrasse 317
1728 Wetzikon",2021-05-19,Africa/Kampala,92:ba:20:4f:1c:f9,6426281,-124.102890,CH,$7.75,Lugano,1986-09-20T08:53:16,57.3393315
+41(0)775044793,Annette Küng,"Hürlimannstrasse 7
2792 Martigny",2002-01-21,Asia/Bangkok,4d:94:26:8a:0d:5a,281,-173.465899,CH,"$4,529.30",Delsberg,2010-08-01T03:01:49,-77.592452
+41 0761205193,Tony Studer,"Zinggstrasse 330
2891 Horgen",1972-08-07,Pacific/Tongatapu,25:d8:10:33:8f:b7,700276223,-11.525180,CH,$25.06,Rapperswil-Jona,1991-02-15T12:11:31,82.002007
+41 776013952,Andres Betschart,"Lüthistrasse 4
2942 Burgdorf",1988-11-01,Africa/Khartoum,8d:22:1d:dd:71:41,7872235,-76.159903,CH,"$65,315.41",Affoltern,1984-01-29T08:57:51,72.0439455
+41 764505455,Muhamet Gerber,"Wengerstrasse 87
4696 Aigle",1986-11-29,Asia/Calcutta,33:88:ee:c2:70:ca,665508,-89.743718,CH,"$71,874.11",Wald,2001-08-09T19:57:43,-15.879451
+41 793440479,Massimo Käser,"Ernststrasse 791
2921 La Chaux-de-Fonds",2009-04-20,Asia/Damascus,b1:cd:92:d9:c0:ea,416526142,-16.418550,CH,$8.80,Langenthal,1985-04-04T21:59:14,-53.8781915
+41(0)773156407,Umut Stalder,"Favrestrasse 999
9512 Altstätten",1994-08-30,America/Port_of_Spain,df:c7:9e:25:57:a2,5932299,148.703361,CH,$917.01,Versoix,2004-06-23T00:35:32,75.6155425
+41784612905,Tânia Lutz,"Wüthrichstrasse 38
7773 Horgen",2000-09-18,Atlantic/Madeira,49:03:c9:b1:10:f0,673883665,90.871035,CH,$120.90,Rüti,1982-03-16T08:27:31,-24.719044
+41(0)780537845,Pascal Lüscher,"Bucherstrasse 606
7581 Münchenstein",2007-02-28,Asia/Dubai,8e:44:6c:49:8d:90,57072,118.190638,CH,$7.23,Spiez,1999-08-19T03:57:02,69.051524
+41786774301,Luna Scheidegger,"Mäderstrasse 99
3064 Stäfa",1998-02-02,Asia/Manila,fa:14:72:83:87:fb,4856105,-103.355552,CH,$0.22,Kriens,1989-05-17T19:57:25,15.689676
0772183314,Evan Lüthi,"Wirzstrasse 60
8496 Schwyz",1981-05-21,America/Port_of_Spain,02:62:bf:47:0e:d1,96852,88.224687,CH,"$9,912.86",Affoltern,1996-09-06T10:52:54,-49.2545325
+41 0793677924,Mirella Staub,"Reystrasse 516
5903 Buchs",1981-09-19,Europe/Zurich,de:c8:3a:c8:01:66,73578661,-95.068711,CH,$78.41,Münchenbuchsee,1975-05-20T04:03:11,-83.1200845
+41(0)762192056,Mia Hermann,"Häfligerstrasse 56
1922 Rüti",2022-06-14,Asia/Muscat,28:dc:fb:4d:df:29,66973562,112.667466,CH,$7.86,Belp,1987-05-31T23:23:47,-87.8756755
+41 0791022099,Silvia Schmidt,"Kellerstrasse 519
4949 Winterthur",1991-07-06,Africa/Bangui,ec:3b:ef:a1:0b:b8,8,86.255871,CH,$94.39,Einsiedeln,1983-07-05T00:33:05,56.7698145
+410785212337,Clemens Stettler,"Felderstrasse 31
1067 Locarno",1980-06-06,Pacific/Chatham,e6:43:de:91:d9:29,988102847,3.861443,CH,$360.74,Luzern,2021-05-19T12:14:36,72.1957305
+41 776261872,Cédric Wagner,"Blaserstrasse 50
8278 Zollikon",2015-12-27,Europe/Rome,7c:0e:d7:22:72:10,294375758,112.393241,CH,$53.81,Genf,1984-01-15T11:38:24,-18.069039
+41 0790140144,Kristin Bachmann,"Eichenbergerstrasse 4
8726 Kriens",2022-10-01,Africa/Niamey,6b:d9:2a:e1:4f:77,25274,-153.317361,CH,$537.45,Risch,2005-12-24T08:09:11,-28.9692965
+410790130509,Hans-Ulrich Kälin,"Wehrlistrasse 300
9860 Sarnen",1993-07-20,Africa/Johannesburg,5c:4c:62:d3:4c:ba,72118388,41.886789,CH,"$59,221.07",Lugano,2017-03-26T10:20:48,-65.5760515
+41772402025,Justin Jenni,"Gloorstrasse 6
4797 Gossau",2003-04-04,Asia/Dhaka,14:5c:68:6f:5c:d5,738932427,142.954830,CH,$82.91,Uster,2015-09-25T09:00:36,-67.903866
+410775526682,Tiago Haas,"Schaubstrasse 171
1875 Lugano",1991-12-04,Asia/Thimphu,e9:27:db:e8:29:ef,28305,156.324030,CH,$982.33,Uster,1984-08-08T19:08:37,44.316019
+41 0767760573,Aaron Bieri,"Tannerstrasse 41
3196 Gossau",1979-04-16,Africa/Dar_es_Salaam,47:69:d8:8e:cb:e3,29188,-34.074980,CH,$9.61,Frauenfeld,2010-07-13T00:12:30,-4.609491
+410794191656,Manfred Thommen,"Freystrasse 21
2326 Wald",1983-10-11,Asia/Oral,b7:9e:98:40:13:14,9,58.831429,CH,$0.18,Horgen,1995-02-16T15:36:47,-4.171656
+410793560670,Agron Weibel,"Schürchstrasse 55
8670 Oftringen",1989-06-22,America/Barbados,1a:f4:88:20:1e:d7,80882,3.220266,CH,"$95,888.47",Bülach,2009-05-22T18:09:08,-80.9134215
0782495408,Charlotte Hofmann,"Furrerstrasse 779
2028 Rheinfelden",2013-09-28,Africa/Khartoum,e0:7f:e7:27:75:1b,4528,-75.936830,CH,"$42,485.95",Locarno,2007-06-16T09:09:20,55.3389295
0797891096,Fabia Wirth,"Gutstrasse 91
1186 Uzwil",2014-09-29,Asia/Riyadh,01:c9:0b:c0:82:f9,462,111.468275,CH,"$7,282.21",Wallisellen,1989-11-17T10:07:37,-24.289989
+41792836383,Patrícia Hürlimann,"Hoferstrasse 3
4494 Thun",1975-08-06,Indian/Maldives,8d:76:b4:3c:63:04,774,67.463304,CH,"$45,852.99",Maur,2012-12-14T23:47:01,65.631052
+41 780492563,Yasemin Zollinger,"Kaiserstrasse 63
5028 Wädenswil",1972-06-24,Africa/Tunis,9a:07:37:41:77:90,662,142.463432,CH,$83.75,Langenthal,2012-12-10T01:57:33,-54.8044725
+41 780436803,Veronica Hodel,"Thommenstrasse 540
7822 Pfäffikon",2008-07-05,Europe/Luxembourg,ce:49:ef:bd:ed:d4,61333785,69.184801,CH,"$16,112.38",Wetzikon,1993-08-26T15:19:38,6.011200
+41(0)793402162,Albulena Braun,"Hermannstrasse 609
1510 Nyon",1991-04-11,Pacific/Enderbury,87:9b:25:96:59:d0,63742,43.122867,CH,"$1,556.50",Brig-Glis,1991-10-02T14:07:02,-56.488546
+41772924762,Nikola Hofer,"Schaubstrasse 256
8980 Romanshorn",1997-04-17,Europe/Vatican,b7:c1:de:dc:58:22,765908788,151.358292,CH,$58.20,Liestal,1976-06-03T07:55:24,-0.466305
+41 796470563,Naim Sidler,"Pfisterstrasse 309
5897 Locarno",1996-10-24,Pacific/Efate,43:74:9d:cb:52:c5,79736133,-79.134306,CH,"$43,702.23",Kloten,1984-11-06T14:33:43,89.801479
+41 0781205217,Svetlana Schlatter,"Schmidstrasse 68
8094 Ecublens",1970-06-15,Asia/Pyongyang,2d:81:88:03:78:53,71563083,56.711487,CH,"$7,961.29",Villars-sur-Glâne,2009-01-25T09:01:54,-34.340282
+410777214281,Ines Ackermann,"Zollingerstrasse 9
1843 Bassersdorf",1993-12-31,Africa/Blantyre,d0:41:3e:86:5a:64,5515,106.034926,CH,$991.92,Affoltern,1995-03-26T06:17:29,60.034141
+41 0776355893,Christof Lüthi,"Leustrasse 2
9825 Richterswil",1989-06-10,Asia/Tehran,07:36:c3:a6:20:08,23788990,-28.728569,CH,$0.10,Bern,1972-06-12T22:43:16,24.7956535
+41783840960,Alisa Egli,"Stadelmannstrasse 77
8292 Sursee",2014-12-13,Europe/Bucharest,11:0b:be:a5:ce:3f,4903453,-105.881593,CH,"$8,033.53",St. Gallen,2011-05-16T07:31:16,22.737626
+41(0)776200926,Etienne Wüthrich,"Baurstrasse 992
2677 Bulle",2006-12-01,Pacific/Funafuti,8c:a9:1c:ed:7f:19,2,-107.472401,CH,$992.95,Prilly,1975-11-09T05:10:31,-68.0097365
+41 776776527,Paola Ott,"Kochstrasse 72
4630 Sitten",1979-12-04,Europe/Bratislava,98:13:cb:9c:a7:57,789,64.354443,CH,$795.01,Freienbach,1976-12-26T00:09:20,44.956060
+41762867971,Filippo Wehrli,"Friedlistrasse 94
9257 Münchenbuchsee",1986-09-29,Pacific/Tongatapu,5e:6d:12:09:a4:fb,9,-132.955887,CH,"$3,776.38",Thônex,2001-12-08T05:28:22,-72.519957
+410783572519,Gzim Meier,"Hoferstrasse 7
3508 Meyrin",1997-07-19,Asia/Beirut,0c:1d:f4:1d:e5:bd,23,-151.860195,CH,$6.22,Rüti,1976-07-13T20:17:20,-30.6856625
0777885426,Naomi Näf,"Albrechtstrasse 44
5864 Monthey",1998-03-20,Pacific/Funafuti,ff:e7:55:a2:21:23,70544904,-126.946834,CH,$27.56,Crans-Montana,2002-08-09T14:57:04,14.932141
+41 0791130148,Joël Frey,"Martistrasse 26
3642 Arth",1995-07-20,Asia/Ashgabat,9b:fb:f7:db:a3:3b,747275,145.514457,CH,$32.26,Renens,2020-02-15T06:02:29,4.5502325
+41 763854153,Kurt Jenni,"Bergerstrasse 46
9818 Birsfelden",1970-11-23,America/Montevideo,4d:80:7c:63:1b:72,549580009,162.383899,CH,"$89,692.01",Delsberg,1976-01-25T16:07:01,88.205823
+410796022972,Nelli Stalder,"Brunstrasse 74
3911 Schwyz",2017-11-02,Asia/Kabul,0c:8d:47:a4:b2:80,2,-173.451498,CH,$43.23,Arth,2004-01-10T20:14:12,46.308154
+41763083875,Lise Vogel,"Kaufmannstrasse 25
7538 Gland",2001-06-14,Atlantic/Cape_Verde,b4:1b:65:43:3b:cb,64,-38.243778,CH,"$85,299.06",Chêne-Bougeries,1993-07-23T17:17:33,52.8411285
0762421682,Marie-José Bucher,"Schulerstrasse 72
6390 Sitten",1997-01-07,Europe/Oslo,19:82:01:24:30:1e,3060189,13.997847,CH,"$2,879.99",Ostermundigen,1972-12-30T23:45:33,-68.9840945
+41 797266656,Carine Arnold,"Eggerstrasse 241
4984 Wädenswil",2021-01-06,Asia/Tbilisi,8f:9b:28:66:88:6c,974184,-65.485616,CH,$96.23,Gossau,1978-07-15T05:34:13,-70.8196095
0787606378,Miodrag Winkler,"Gerberstrasse 57
8517 Münchenbuchsee",2018-12-05,Africa/Casablanca,4d:6f:9c:fe:87:29,950575644,163.150917,CH,"$9,240.08",Spreitenbach,1993-07-18T12:30:21,85.302286
+41(0)764484881,Leslie Egger,"Hirtstrasse 14
5304 Genf",1977-07-26,Africa/Addis_Ababa,66:d4:b7:60:46:11,2467384,-60.854110,CH,$572.25,Lutry,1972-03-15T17:29:43,27.945862
